 0.0000,  0.0000,  0.0100, -0.4300,  0.4800,  1.1400, -0.0800, -0.4499, -0.1998, -0.6301,  0.1803,  0.2900, -0.1105, -0.5800,  0.1300,  0.0900, -0.0550, -0.4200, -0.1250,  0.0700,  0.1200,  0.1600, -0.9100, -1.6800, -0.5900, -0.9900,  0.1100, -0.7194, -0.0700, -1.0306, -0.2100, -0.7400, -0.3900, -1.0200, -1.0250, -2.6500
 0.0000,  0.0000,  0.4800,  1.1400, -0.0800, -0.4499, -0.1998, -0.6301,  0.1803,  0.2900, -0.1105, -0.5800,  0.1300,  0.0900, -0.0550, -0.4200, -0.1250,  0.0700,  0.1200,  0.1600, -0.9100, -1.6800, -0.5900, -0.9900,  0.1100, -0.7194, -0.0700, -1.0306, -0.2100, -0.7400, -0.3900, -1.0200, -1.0250, -2.6500,  0.5950,  1.4400
 0.0000,  0.0000, -0.0800, -0.4499, -0.1998, -0.6301,  0.1803,  0.2900, -0.1105, -0.5800,  0.1300,  0.0900, -0.0550, -0.4200, -0.1250,  0.0700,  0.1200,  0.1600, -0.9100, -1.6800, -0.5900, -0.9900,  0.1100, -0.7194, -0.0700, -1.0306, -0.2100, -0.7400, -0.3900, -1.0200, -1.0250, -2.6500,  0.5950,  1.4400, -0.2700, -0.1700
 0.0000,  0.0000, -0.1998, -0.6301,  0.1803,  0.2900, -0.1105, -0.5800,  0.1300,  0.0900, -0.0550, -0.4200, -0.1250,  0.0700,  0.1200,  0.1600, -0.9100, -1.6800, -0.5900, -0.9900,  0.1100, -0.7194, -0.0700, -1.0306, -0.2100, -0.7400, -0.3900, -1.0200, -1.0250, -2.6500,  0.5950,  1.4400, -0.2700, -0.1700, -0.1750,  0.1400
 0.0000,  0.0000,  0.1803,  0.2900, -0.1105, -0.5800,  0.1300,  0.0900, -0.0550, -0.4200, -0.1250,  0.0700,  0.1200,  0.1600, -0.9100, -1.6800, -0.5900, -0.9900,  0.1100, -0.7194, -0.0700, -1.0306, -0.2100, -0.7400, -0.3900, -1.0200, -1.0250, -2.6500,  0.5950,  1.4400, -0.2700, -0.1700, -0.1750,  0.1400,  0.3850, -0.3700
 0.0000,  0.0000, -0.1105, -0.5800,  0.1300,  0.0900, -0.0550, -0.4200, -0.1250,  0.0700,  0.1200,  0.1600, -0.9100, -1.6800, -0.5900, -0.9900,  0.1100, -0.7194, -0.0700, -1.0306, -0.2100, -0.7400, -0.3900, -1.0200, -1.0250, -2.6500,  0.5950,  1.4400, -0.2700, -0.1700, -0.1750,  0.1400,  0.3850, -0.3700,  0.0977, -0.1600
 0.0000,  0.0000,  0.1300,  0.0900, -0.0550, -0.4200, -0.1250,  0.0700,  0.1200,  0.1600, -0.9100, -1.6800, -0.5900, -0.9900,  0.1100, -0.7194, -0.0700, -1.0306, -0.2100, -0.7400, -0.3900, -1.0200, -1.0250, -2.6500,  0.5950,  1.4400, -0.2700, -0.1700, -0.1750,  0.1400,  0.3850, -0.3700,  0.0977, -0.1600, -0.3477, -0.7200
 0.0000,  0.0000, -0.0550, -0.4200, -0.1250,  0.0700,  0.1200,  0.1600, -0.9100, -1.6800, -0.5900, -0.9900,  0.1100, -0.7194, -0.0700, -1.0306, -0.2100, -0.7400, -0.3900, -1.0200, -1.0250, -2.6500,  0.5950,  1.4400, -0.2700, -0.1700, -0.1750,  0.1400,  0.3850, -0.3700,  0.0977, -0.1600, -0.3477, -0.7200,  0.0900,  0.4000
 0.0000,  0.0000, -0.1250,  0.0700,  0.1200,  0.1600, -0.9100, -1.6800, -0.5900, -0.9900,  0.1100, -0.7194, -0.0700, -1.0306, -0.2100, -0.7400, -0.3900, -1.0200, -1.0250, -2.6500,  0.5950,  1.4400, -0.2700, -0.1700, -0.1750,  0.1400,  0.3850, -0.3700,  0.0977, -0.1600, -0.3477, -0.7200,  0.0900,  0.4000, -0.5600, -0.7500
 0.0000,  0.0000,  0.1200,  0.1600, -0.9100, -1.6800, -0.5900, -0.9900,  0.1100, -0.7194, -0.0700, -1.0306, -0.2100, -0.7400, -0.3900, -1.0200, -1.0250, -2.6500,  0.5950,  1.4400, -0.2700, -0.1700, -0.1750,  0.1400,  0.3850, -0.3700,  0.0977, -0.1600, -0.3477, -0.7200,  0.0900,  0.4000, -0.5600, -0.7500, -0.0500, -0.5500
