 1.0000,  1.0000, 14.0700, 103.6600, 14.0600, 104.0900, 13.5800, 102.9500, 13.6600, 103.3999, 13.8598, 104.0300, 13.6795, 103.7400, 13.7900, 104.3200, 13.6600, 104.2300, 13.7150, 104.6500, 13.8400, 104.5800, 13.7200, 104.4200, 14.6300, 106.1000, 15.2200, 107.0900, 15.1100, 107.8094, 15.1800, 108.8400, 15.3900, 109.5800, 15.7800, 110.6000
 1.0000,  1.0000, 14.0600, 104.0900, 13.5800, 102.9500, 13.6600, 103.3999, 13.8598, 104.0300, 13.6795, 103.7400, 13.7900, 104.3200, 13.6600, 104.2300, 13.7150, 104.6500, 13.8400, 104.5800, 13.7200, 104.4200, 14.6300, 106.1000, 15.2200, 107.0900, 15.1100, 107.8094, 15.1800, 108.8400, 15.3900, 109.5800, 15.7800, 110.6000, 16.8050, 113.2500
 1.0000,  1.0000, 13.5800, 102.9500, 13.6600, 103.3999, 13.8598, 104.0300, 13.6795, 103.7400, 13.7900, 104.3200, 13.6600, 104.2300, 13.7150, 104.6500, 13.8400, 104.5800, 13.7200, 104.4200, 14.6300, 106.1000, 15.2200, 107.0900, 15.1100, 107.8094, 15.1800, 108.8400, 15.3900, 109.5800, 15.7800, 110.6000, 16.8050, 113.2500, 16.2100, 111.8100
 1.0000,  1.0000, 13.6600, 103.3999, 13.8598, 104.0300, 13.6795, 103.7400, 13.7900, 104.3200, 13.6600, 104.2300, 13.7150, 104.6500, 13.8400, 104.5800, 13.7200, 104.4200, 14.6300, 106.1000, 15.2200, 107.0900, 15.1100, 107.8094, 15.1800, 108.8400, 15.3900, 109.5800, 15.7800, 110.6000, 16.8050, 113.2500, 16.2100, 111.8100, 16.4800, 111.9800
 1.0000,  1.0000, 13.8598, 104.0300, 13.6795, 103.7400, 13.7900, 104.3200, 13.6600, 104.2300, 13.7150, 104.6500, 13.8400, 104.5800, 13.7200, 104.4200, 14.6300, 106.1000, 15.2200, 107.0900, 15.1100, 107.8094, 15.1800, 108.8400, 15.3900, 109.5800, 15.7800, 110.6000, 16.8050, 113.2500, 16.2100, 111.8100, 16.4800, 111.9800, 16.6550, 111.8400
 1.0000,  1.0000, 13.6795, 103.7400, 13.7900, 104.3200, 13.6600, 104.2300, 13.7150, 104.6500, 13.8400, 104.5800, 13.7200, 104.4200, 14.6300, 106.1000, 15.2200, 107.0900, 15.1100, 107.8094, 15.1800, 108.8400, 15.3900, 109.5800, 15.7800, 110.6000, 16.8050, 113.2500, 16.2100, 111.8100, 16.4800, 111.9800, 16.6550, 111.8400, 16.2700, 112.2100
 1.0000,  1.0000, 13.7900, 104.3200, 13.6600, 104.2300, 13.7150, 104.6500, 13.8400, 104.5800, 13.7200, 104.4200, 14.6300, 106.1000, 15.2200, 107.0900, 15.1100, 107.8094, 15.1800, 108.8400, 15.3900, 109.5800, 15.7800, 110.6000, 16.8050, 113.2500, 16.2100, 111.8100, 16.4800, 111.9800, 16.6550, 111.8400, 16.2700, 112.2100, 16.1723, 112.3700
 1.0000,  1.0000, 13.6600, 104.2300, 13.7150, 104.6500, 13.8400, 104.5800, 13.7200, 104.4200, 14.6300, 106.1000, 15.2200, 107.0900, 15.1100, 107.8094, 15.1800, 108.8400, 15.3900, 109.5800, 15.7800, 110.6000, 16.8050, 113.2500, 16.2100, 111.8100, 16.4800, 111.9800, 16.6550, 111.8400, 16.2700, 112.2100, 16.1723, 112.3700, 16.5200, 113.0900
 1.0000,  1.0000, 13.7150, 104.6500, 13.8400, 104.5800, 13.7200, 104.4200, 14.6300, 106.1000, 15.2200, 107.0900, 15.1100, 107.8094, 15.1800, 108.8400, 15.3900, 109.5800, 15.7800, 110.6000, 16.8050, 113.2500, 16.2100, 111.8100, 16.4800, 111.9800, 16.6550, 111.8400, 16.2700, 112.2100, 16.1723, 112.3700, 16.5200, 113.0900, 16.4300, 112.6900
 1.0000,  1.0000, 13.8400, 104.5800, 13.7200, 104.4200, 14.6300, 106.1000, 15.2200, 107.0900, 15.1100, 107.8094, 15.1800, 108.8400, 15.3900, 109.5800, 15.7800, 110.6000, 16.8050, 113.2500, 16.2100, 111.8100, 16.4800, 111.9800, 16.6550, 111.8400, 16.2700, 112.2100, 16.1723, 112.3700, 16.5200, 113.0900, 16.4300, 112.6900, 16.9900, 113.4400
 1.0000,  1.0000, 13.7200, 104.4200, 14.6300, 106.1000, 15.2200, 107.0900, 15.1100, 107.8094, 15.1800, 108.8400, 15.3900, 109.5800, 15.7800, 110.6000, 16.8050, 113.2500, 16.2100, 111.8100, 16.4800, 111.9800, 16.6550, 111.8400, 16.2700, 112.2100, 16.1723, 112.3700, 16.5200, 113.0900, 16.4300, 112.6900, 16.9900, 113.4400, 17.0400, 113.9900
 1.0000,  1.0000, 14.6300, 106.1000, 15.2200, 107.0900, 15.1100, 107.8094, 15.1800, 108.8400, 15.3900, 109.5800, 15.7800, 110.6000, 16.8050, 113.2500, 16.2100, 111.8100, 16.4800, 111.9800, 16.6550, 111.8400, 16.2700, 112.2100, 16.1723, 112.3700, 16.5200, 113.0900, 16.4300, 112.6900, 16.9900, 113.4400, 17.0400, 113.9900, 16.9900, 113.9500
 1.0000,  1.0000, 15.2200, 107.0900, 15.1100, 107.8094, 15.1800, 108.8400, 15.3900, 109.5800, 15.7800, 110.6000, 16.8050, 113.2500, 16.2100, 111.8100, 16.4800, 111.9800, 16.6550, 111.8400, 16.2700, 112.2100, 16.1723, 112.3700, 16.5200, 113.0900, 16.4300, 112.6900, 16.9900, 113.4400, 17.0400, 113.9900, 16.9900, 113.9500, 16.1400, 111.8700
