13.48,102.75
14.07,103.66
14.06,104.09
13.58,102.95
13.66,103.3999
13.8598,104.03
13.6795,103.74
13.79,104.32
13.66,104.23
13.715,104.65
13.84,104.58
13.72,104.42
14.63,106.1
15.22,107.09
15.11,107.8094
15.18,108.84
15.39,109.58
15.78,110.6
16.805,113.25
16.21,111.81
16.48,111.98
16.655,111.84
16.27,112.21
16.1723,112.37
16.52,113.09
16.43,112.69
16.99,113.44
17.04,113.99
16.99,113.95
16.14,111.87
16.61,111.7324
16.27,111.05
16.15,110.27
15.83,110.14
15.77,110.26
15.18,109.38
14.5,109.3199
13.99,107.21
13.74,107.075
13.68,108.69
13.715,108.91
14.11,110.03
14.275,110.82
13.69,108.64
13.71,107.96
14.36,108.66
14.71,109.38
14.44,108.58
13.93,107.709
13.315,106.06
13.34,106.39
13.28,106.2
13.42,106.698
13.52,106.71
13.74,107.94
13.43,107.56
14.03,108.32
13.9,109.34
14.37,109.77
14.11,108.92
