-0.000370289,-0.078713404,0,1,,-0.000139754,0.00292879,,,,,,,,,,,,,,,,,-0.009555014,0,0
0.000517548,0.224427864,0,1,,,,,,,,,,,,,,,,,,,,-0.001163026,0,1
-0.001274641,-0.387493521,0,1,,,,,,,,,,,,,,,,,,,,0.004278605,0,1
0.00320496,1.142012379,0,1,,,,,,,,,,,,,,,,,,,,0.008463194,1,0
-0.001445081,-0.44568821,0,1,,,,,,,,,,,,,,,,,,,,-0.000803196,1,0
0.002512979,0.905743787,0,1,,,,,,,,,,,,,,,,,,,,-0.00096603,1,0
-0.00024273,-0.035159917,0,1,,,,,,,,,,,,,,,,,,,,0.005157349,0,1
0.001489008,0.556121201,1,0,,,,,,,,,,,,,,,,,,,,-0.006089964,1,0
-3.32E-05,0.036385577,1,0,,,,,,,,,,,,,,,,,,,,-0.014762278,1,0
0.003264309,1.162276382,1,0,,,,,,,,,,,,,,,,,,,,0.004024213,1,0
0.001397518,0.52488304,1,0,,,,,,,,,,,,,,,,,,,,0.002205551,1,0
0.002160541,0.785408069,1,0,,,,,,,,,,,,,,,,,,,,-0.003542868,1,0
0.000120451,0.088843868,0,1,,,,,,,,,,,,,,,,,,,,-0.007684271,1,0
-0.001610531,-0.502179123,1,0,,,,,,,,,,,,,,,,,,,,0.0121562,1,0
-0.001017653,-0.299748058,0,1,,,,,,,,,,,,,,,,,,,,0.001010006,1,0
0.001736439,0.640603541,1,0,,,,,,,,,,,,,,,,,,,,-0.000242534,1,0
0.002020228,0.737499883,0,1,,,,,,,,,,,,,,,,,,,,-0.010916389,1,0
-0.00223928,-0.716857909,1,0,,,,,,,,,,,,,,,,,,,,-0.00688515,1,0
-0.001759732,-0.55312201,1,0,,,,,,,,,,,,,,,,,,,,0.005289503,0,1
-0.000732021,-0.202222446,1,0,,,,,,,,,,,,,,,,,,,,-0.000365776,0,1
-0.00297258,-0.967234377,0,1,,,,,,,,,,,,,,,,,,,,0.002237227,0,1
0.003286917,1.169995611,1,0,,,,,,,,,,,,,,,,,,,,-0.001893151,1,0
0.000615122,0.257743333,0,1,,,,,,,,,,,,,,,,,,,,0.003605153,0,1
-0.003027182,-0.985877574,1,0,,,,,,,,,,,,,,,,,,,,-0.005623653,1,0
-0.001710205,-0.536211612,0,1,,,,,,,,,,,,,,,,,,,,-0.002467384,1,0
0.004829367,1.696646618,1,0,,,,,,,t,t-1,,,,,,,,,,,,-0.002531735,1,0
0.002057658,0.750279906,0,1,,,,,,,101,100,,1,3,,0,,,,,,,-0.00181738,1,0
-0.001573791,-0.489634692,1,0,,,,,,,100,97,,3,-1,,,,,,,,,-0.009980858,1,0
-0.002120952,-0.676456236,0,1,,,,,,,,,,,,,,,,,,,,0.006797665,1,0
0.004627385,1.627682293,1,0,,,,,,,101,100,,1,3,,3,,,,,,,0.001582396,1,0
0.008677823,3.010655647,0,1,,,,,,,100,100,,0,-1,,,,,,,,,-0.010878782,0,1
-0.010977435,-3.700395869,1,0,,,,,,,,,,,,,,,,,,,,-0.006794805,0,1
-0.004431238,-1.465275613,0,1,,,,,,short,100,101,,-1,3,,-4,,3,,4,,,0.012356296,1,0
3.98E-06,0.049075798,0,1,,,,,,long,101,100,,1,-1,,,,1,,,,,0.0010073,1,0
-0.003160684,-1.031460226,0,1,,,,,,,,,,,,,,,,,,,,-0.006328474,1,0
-3.83E-05,0.034628537,1,0,,,,,,,,,,,,,,,,,,,,-0.009544022,0,1
0.004421121,1.55725593,1,0,,,,,,,,,,,,,,,,,,,,-0.017991023,1,0
0.001710759,0.631835414,0,1,,,,,,,,,,,,,,,,,,,,-0.012777411,0,1
-0.000851873,-0.243144471,1,0,,,,,,,,,,,,,,,,,,,,0.002008794,1,0
-0.000593713,-0.154998843,0,1,,,,,,,,,,,,,,,,,,,,-0.005441264,1,0
-1.97E-05,0.040977064,1,0,,,,,,,,,,,,,,,,,,,,-0.000802559,0,1
0.003878414,1.37195515,1,0,,,,,,,,,,,,,,,,,,,,-0.003475171,0,1
8.67E-05,0.077327404,1,0,,,,,,,,,,,,,,,,,,,,-0.003249172,1,0
0.000713349,0.291281762,1,0,,,,,,,,,,,,,,,,,,,,-0.010013904,0,1
6.68E-05,0.070514931,1,0,,,,,,,,,,,,,,,,,,,,-0.003744474,1,0
